	Label	Score
0	7.453	7.102866999999947
1	6.748	6.978818000000024
2	7.358	7.496085000000017
3	7.906	7.455475000000045
4	6.03	5.634549000000028
5	8.7	7.714596000000057
6	5.02	5.633546999999967
7	6.81	7.020601000000025
8	8.32	7.789957000000008
9	6.96	6.921250000000059
10	7.52	7.233731000000047
11	4.82	5.978914999999981
12	6.29	6.5353469999999865
13	7.67	7.75577700000002
14	5.56	6.437965000000055
15	8.543	8.354151000000064
16	7.7	8.063337999999963
17	7.3	6.020511000000028
18	7.748	7.164480000000023
19	6.55	6.405987000000045
20	5.324	6.500862999999961
21	6.15	5.513095000000047
22	6.22	6.048195
23	9.0	8.295598
24	5.64	5.609553000000019
25	8.361	7.522272000000031
26	6.62	6.971549000000035
27	4.77	5.409533999999956
28	5.99	5.912365999999994
29	6.375	5.853450999999989
30	6.61	6.627367999999993
31	7.334	7.049210000000044
32	6.19	5.982394999999972
33	8.081	7.535525000000037
34	6.38	6.461563000000085
35	7.118	7.232422999999999
36	7.615	7.155639999999971
37	7.987	7.106412999999978
38	5.582	7.087682000000058
39	7.567	7.515360000000047
40	5.269	7.10882100000002
41	4.96	6.121071999999977
42	8.64	7.9754229999999815
43	7.53	7.646324999999972
44	7.82	7.858166000000084
45	6.172	6.200925000000015
46	6.33	6.475910999999989
47	7.0	6.592287000000006
48	8.77	7.359281000000004
49	6.64	6.658376000000017
50	7.4	7.262644999999972
51	7.832	7.6955079999999905
52	7.164	7.777172999999947
53	7.0	6.748739999999986
54	5.101	6.477174999999998
55	7.7	7.445763000000024
56	6.335	6.107196999999973
57	7.878	7.845010999999961
58	7.459	7.016020999999998
59	5.02	6.404814999999999
60	7.54	6.248504999999997
61	8.0	7.907170000000061
62	8.221	7.7762899999999435
63	5.21	5.557027999999974
64	4.96	4.766065999999987
65	5.76	5.856131000000012
66	6.26	6.154156000000011
67	5.51	5.558732000000016
68	9.2	9.249804999999935
69	5.96	6.068933000000018
70	5.89	6.101611999999975
71	7.461	7.377310000000019
72	6.854	7.003250000000051
73	5.0	6.3111960000000025
74	4.91	6.302388999999965
75	5.07	6.385958999999965
76	8.32	7.554626000000051
77	6.36	6.054479000000005
78	7.171	8.369479999999951
79	7.77	6.6877440000000234
80	7.89	7.885033000000064
81	6.01	5.939360000000051
82	7.8	6.646552000000002
83	8.96	7.2424150000000544
84	5.6	6.249751999999956
85	6.822	6.638477000000022
86	5.921	5.548341000000001
87	6.28	5.965249000000008
88	7.551	7.896469000000009
89	7.13	7.067488000000003
90	8.004	7.740837999999987
91	6.775	6.922110000000006
92	5.631	5.962920999999968
93	7.359	7.2807190000000075
94	7.8	7.89101699999998
95	7.35	6.688785000000015
96	6.95	7.683321999999958
97	5.76	6.338424000000012
98	7.4	7.844188000000024
99	5.521	6.527310000000009
100	6.82	6.004061000000015
101	6.177	6.71919100000003
102	6.64	6.342445999999994
103	6.85	7.122940000000023
104	5.37	5.751187999999976
105	8.0	6.642113000000005
106	6.191	6.738538000000051
107	9.0	8.314576999999993
108	7.05	6.547953999999972
109	5.74	5.932202000000003
110	6.4	6.003721999999963
111	6.14	6.127043000000004
112	8.5	8.109797000000015
113	8.076	6.904543999999954
114	5.98	6.327213000000044
115	7.42	7.4839570000000295
116	6.37	6.3496670000000295
117	6.06	6.227834999999982
118	8.034	7.768074999999991
119	7.19	7.346473999999986
120	6.811	6.955170999999913
121	8.23	7.62810600000005
122	9.15	8.741692000000002
123	5.107	6.414297000000002
124	7.012	6.762602999999963
125	8.257	8.012197999999977
126	5.77	5.91214200000001
127	6.16	6.674624000000031
128	5.251	6.579869000000002
129	7.77	7.557913000000016
130	7.605	7.718776999999972
131	6.397	7.045358999999928
132	6.771	6.774596000000008
133	9.89	7.425933000000026
134	6.852	6.630304000000034
135	6.801	7.178806000000036
136	5.244	7.208750999999979
137	5.03	5.71767099999999
138	7.745	7.8738100000000015
139	5.95	5.705973999999961
140	8.04	7.367643999999954
141	7.64	7.7514949999999905
142	7.365	7.539056000000007
143	6.29	6.799017999999989
144	7.442	6.765337000000028
145	7.078	7.118372000000003
146	7.12	6.650351000000009
147	5.45	6.578121999999997
148	8.268	8.254240999999942
149	6.282	6.036504000000025
150	7.291	8.693081
151	6.031	7.009571999999975
152	7.659	7.77488400000005
153	6.141	7.340442999999946
154	7.733	7.2057490000000035
155	7.26	7.8082890000000065
156	7.47	7.329299999999976
157	5.26	6.62961699999999
158	8.279	8.237339999999994
159	8.017	8.160232000000057
160	7.505	7.281155000000005
161	6.87	7.252391000000017
162	6.291	5.563997999999964
163	6.15	7.331805000000037
164	7.575	7.200620000000028
165	6.278	6.692830000000002
166	7.92	7.690848000000004
167	7.822	7.112948999999998
168	5.7	5.122740000000009
169	5.53	5.484903000000025
170	8.77	7.887909000000008
171	6.4	6.728385000000031
172	7.221	6.918111000000063
173	4.18	4.73424
174	7.82	6.689532000000014
175	6.601	7.2999060000000355
176	7.516	7.43872500000006
177	7.72	7.112838000000006
178	7.3	7.3618680000000065
179	9.3	9.039742999999994
180	5.7	5.702822000000006
181	5.91	6.4014210000000045
182	6.52	6.607851000000021
183	5.83	6.409760999999984
184	7.192	6.876149999999981
185	6.6	6.855791000000017
186	6.978	7.292160999999971
187	7.44	6.946855000000037
188	6.78	6.067997000000017
189	7.77	7.314476000000024
190	6.388	7.060399000000022
191	7.27	6.72896599999996
192	6.519	7.335758000000094
193	5.12	6.1032790000000166
194	8.12	7.961184000000007
195	9.033	8.790662999999986
196	6.11	6.635096999999946
197	5.13	5.393913000000021
198	8.995	7.657199000000025
199	7.83	7.872017999999975
200	8.05	7.601974999999942
201	7.13	6.984160999999975
202	5.91	6.599293000000038
203	8.219	7.963424000000024
204	7.547	7.3174630000000755
205	8.691	7.5233669999999515
206	7.4	7.204255000000034
207	8.221	7.907169000000017
208	5.852	5.688549000000014
209	6.409	6.706121000000004
210	7.63	7.25997300000006
211	6.4	7.12605099999999
212	5.597	6.779074999999952
213	7.565	6.643844000000014
214	5.88	6.171541999999991
215	8.87	8.006451000000077
216	5.85	6.491229999999981
217	6.4	6.47943299999996
218	5.64	5.7782780000000145
219	6.58	6.599349000000004
220	8.537	6.848696999999965
221	7.175	6.975694000000007
222	5.73	6.676686999999951
